z(m),CH2CH3(S),CH3(S),H(S),CH2(S),CHCH3(S),CH2CH2(S),CH(S),CCH3(S),CHCH2(S),C(S),CCH2(S),CHCH(S),CCH(S),CC(S),CH4(S),PT(S)
6.400000e-04,3.722218e-08,1.765720e-09,5.789088e-04,6.450303e-07,2.367393e-09,3.083110e-08,6.345127e-01,4.985863e-02,1.577526e-06,2.491817e-01,3.309642e-02,1.208795e-03,6.114810e-05,2.661010e-06,1.255549e-09,3.149672e-02
6.850000e-04,3.677707e-08,1.800158e-09,5.851945e-04,6.583358e-07,2.475582e-09,3.183179e-08,6.364887e-01,5.124311e-02,1.621369e-06,2.456685e-01,3.343197e-02,1.224290e-03,6.086865e-05,2.603396e-06,1.367686e-09,3.129236e-02
7.300000e-04,3.638303e-08,1.833110e-09,5.915844e-04,6.711037e-07,2.580844e-09,3.283522e-08,6.383147e-01,5.255650e-02,1.662960e-06,2.423793e-01,3.373316e-02,1.238106e-03,6.055716e-05,2.548084e-06,1.483151e-09,3.112122e-02
7.750000e-04,3.603187e-08,1.864771e-09,5.980588e-04,6.833987e-07,2.683487e-09,3.384177e-08,6.400114e-01,5.380671e-02,1.702551e-06,2.392857e-01,3.400459e-02,1.250464e-03,6.022047e-05,2.494944e-06,1.601965e-09,3.097791e-02
8.200000e-04,3.571693e-08,1.895303e-09,6.046000e-04,6.952744e-07,2.783782e-09,3.485157e-08,6.415958e-01,5.500059e-02,1.740358e-06,2.363645e-01,3.425012e-02,1.261554e-03,5.986425e-05,2.443857e-06,1.724141e-09,3.085802e-02
8.650000e-04,3.543274e-08,1.924843e-09,6.111918e-04,7.067753e-07,2.881969e-09,3.586457e-08,6.430815e-01,5.614407e-02,1.776569e-06,2.335963e-01,3.447305e-02,1.271537e-03,5.949318e-05,2.394721e-06,1.849687e-09,3.075790e-02
9.100000e-04,3.517475e-08,1.953505e-09,6.178194e-04,7.179390e-07,2.978262e-09,3.688059e-08,6.444795e-01,5.724233e-02,1.811347e-06,2.309650e-01,3.467621e-02,1.280552e-03,5.911118e-05,2.347439e-06,1.978602e-09,3.067450e-02
9.550000e-04,3.493916e-08,1.981388e-09,6.244690e-04,7.287972e-07,3.072851e-09,3.789935e-08,6.457993e-01,5.829989e-02,1.844838e-06,2.284567e-01,3.486203e-02,1.288718e-03,5.872150e-05,2.301925e-06,2.110882e-09,3.060526e-02
1.000000e-03,3.472277e-08,2.008575e-09,6.311284e-04,7.393770e-07,3.165905e-09,3.892049e-08,6.470484e-01,5.932072e-02,1.877165e-06,2.260597e-01,3.503262e-02,1.296139e-03,5.832690e-05,2.258099e-06,2.246514e-09,3.054800e-02
1.000000e-03,3.472277e-08,2.008575e-09,6.311284e-04,7.393770e-07,3.165905e-09,3.892049e-08,6.470484e-01,5.932072e-02,1.877165e-06,2.260597e-01,3.503262e-02,1.296139e-03,5.832690e-05,2.258099e-06,2.246514e-09,3.054800e-02
