z(m),CH2CH3(S),CH3(S),H(S),CH2(S),CHCH3(S),CH2CH2(S),CH(S),CCH3(S),CHCH2(S),C(S),CCH2(S),CHCH(S),CCH(S),CC(S),CH4(S),PT(S)
8.200000e-05,7.239750e-08,1.043864e-09,6.067444e-04,3.741007e-07,5.158260e-10,1.852237e-08,5.135269e-01,1.429476e-02,5.477342e-07,3.957800e-01,1.787407e-02,5.359892e-04,5.916482e-05,5.114517e-06,2.162512e-10,5.731628e-02
8.650000e-05,7.173208e-08,1.069474e-09,6.120202e-04,3.837732e-07,5.370599e-10,1.889710e-08,5.145151e-01,1.449214e-02,5.613237e-07,3.946258e-01,1.799415e-02,5.458953e-04,6.031465e-05,5.192190e-06,2.366607e-10,5.714839e-02
9.100000e-05,7.112447e-08,1.094781e-09,6.173046e-04,3.932986e-07,5.580884e-10,1.926551e-08,5.153579e-01,1.467462e-02,5.745213e-07,3.936074e-01,1.810471e-02,5.552993e-04,6.144747e-05,5.270929e-06,2.582311e-10,5.701503e-02
9.550000e-05,7.056738e-08,1.119834e-09,6.225971e-04,4.026964e-07,5.789390e-10,1.962842e-08,5.160745e-01,1.484364e-02,5.873632e-07,3.927076e-01,1.820674e-02,5.642505e-04,6.256532e-05,5.350646e-06,2.810089e-10,5.691171e-02
1.000000e-04,7.005456e-08,1.144674e-09,6.278966e-04,4.119832e-07,5.996375e-10,1.998654e-08,5.166814e-01,1.500054e-02,5.998825e-07,3.919116e-01,1.830109e-02,5.727933e-04,6.366990e-05,5.431254e-06,3.050413e-10,5.683454e-02
1.450000e-04,6.646726e-08,1.387659e-09,6.808114e-04,5.011811e-07,8.030129e-10,2.339897e-08,5.191092e-01,1.612245e-02,7.128481e-07,3.874662e-01,1.896474e-02,6.427704e-04,7.421355e-05,6.268605e-06,6.250045e-10,5.693206e-02
1.900000e-04,6.419258e-08,1.631982e-09,7.320559e-04,5.876817e-07,1.010622e-09,2.664767e-08,5.189841e-01,1.686540e-02,8.148221e-07,3.856057e-01,1.939473e-02,6.980139e-04,8.415663e-05,7.115264e-06,1.124052e-09,5.762716e-02
2.350000e-04,6.237862e-08,1.884579e-09,7.804272e-04,6.734865e-07,1.230313e-09,2.980369e-08,5.185839e-01,1.751146e-02,9.134836e-07,3.841517e-01,1.976606e-02,7.472342e-04,9.362101e-05,7.929589e-06,1.851539e-09,5.835602e-02
2.800000e-04,6.083815e-08,2.147988e-09,8.261836e-04,7.588128e-07,1.462416e-09,3.288970e-08,5.181988e-01,1.810755e-02,1.010129e-06,3.828063e-01,2.010601e-02,7.923588e-04,1.026573e-04,8.707393e-06,2.861285e-09,5.904952e-02
3.250000e-04,5.950659e-08,2.424397e-09,8.698488e-04,8.436922e-07,1.705685e-09,3.592248e-08,5.178009e-01,1.865652e-02,1.104790e-06,3.815802e-01,2.041562e-02,8.339636e-04,1.113219e-04,9.454580e-06,4.213365e-09,5.972018e-02
3.700000e-04,5.821631e-08,2.715032e-09,9.105604e-04,9.282259e-07,1.964969e-09,3.890287e-08,5.179187e-01,1.924942e-02,1.200650e-06,3.799444e-01,2.074930e-02,8.747497e-04,1.195501e-04,1.014050e-05,5.952170e-09,6.022093e-02
4.150000e-04,5.677625e-08,3.016940e-09,9.463426e-04,1.011959e-06,2.249985e-09,4.180690e-08,5.193366e-01,2.002938e-02,1.302931e-06,3.771151e-01,2.118936e-02,9.184780e-04,1.271072e-04,1.070015e-05,8.072751e-09,6.032454e-02
4.600000e-04,5.519637e-08,3.323628e-09,9.765984e-04,1.093501e-06,2.562047e-09,4.460965e-08,5.220559e-01,2.102187e-02,1.412267e-06,3.730628e-01,2.174358e-02,9.654795e-04,1.337953e-04,1.110650e-05,1.053867e-08,6.002625e-02
5.050000e-04,5.369163e-08,3.631261e-09,1.003322e-03,1.171383e-06,2.886731e-09,4.731667e-08,5.251189e-01,2.207567e-02,1.522118e-06,3.687137e-01,2.231820e-02,1.011520e-03,1.396797e-04,1.141153e-05,1.335322e-08,5.960481e-02
5.500000e-04,5.243058e-08,3.941742e-09,1.028979e-03,1.245256e-06,3.207147e-09,4.995744e-08,5.276555e-01,2.302571e-02,1.625556e-06,3.649393e-01,2.282040e-02,1.052540e-03,1.450027e-04,1.168607e-05,1.657421e-08,5.931790e-02
5.950000e-04,5.136082e-08,4.257578e-09,1.053867e-03,1.315844e-06,3.522886e-09,5.255000e-08,5.297407e-01,2.387935e-02,1.723148e-06,3.616692e-01,2.325876e-02,1.089249e-03,1.498938e-04,1.194129e-05,2.022841e-08,5.914391e-02
6.400000e-04,5.031011e-08,4.576028e-09,1.076388e-03,1.383821e-06,3.848297e-09,5.508855e-08,5.320549e-01,2.478109e-02,1.821302e-06,3.581995e-01,2.371348e-02,1.125611e-03,1.542649e-04,1.213262e-05,2.424472e-08,5.887928e-02
6.850000e-04,4.919777e-08,4.891079e-09,1.095511e-03,1.449031e-06,4.192301e-09,5.756525e-08,5.349561e-01,2.582093e-02,1.923758e-06,3.541422e-01,2.422951e-02,1.163758e-03,1.579884e-04,1.222855e-05,2.851478e-08,5.841827e-02
7.300000e-04,4.807756e-08,5.199362e-09,1.111851e-03,1.510866e-06,4.548939e-09,5.998747e-08,5.382156e-01,2.695911e-02,2.028307e-06,3.497181e-01,2.478143e-02,1.202412e-03,1.610668e-04,1.224404e-05,3.298964e-08,5.783449e-02
7.750000e-04,4.701421e-08,5.500582e-09,1.126413e-03,1.569023e-06,4.908769e-09,6.236892e-08,5.415227e-01,2.812728e-02,2.131609e-06,3.452465e-01,2.533187e-02,1.239783e-03,1.635848e-04,1.220704e-05,3.766446e-08,5.722576e-02
8.200000e-04,4.601397e-08,5.794113e-09,1.139536e-03,1.623593e-06,5.269081e-09,6.471713e-08,5.448096e-01,2.931072e-02,2.232945e-06,3.407961e-01,2.587314e-02,1.275579e-03,1.655997e-04,1.212848e-05,4.251097e-08,5.661357e-02
8.650000e-04,4.507826e-08,6.079548e-09,1.151485e-03,1.674708e-06,5.627699e-09,6.703887e-08,5.480357e-01,3.049910e-02,2.331818e-06,3.364090e-01,2.640033e-02,1.309630e-03,1.671628e-04,1.201691e-05,4.750267e-08,5.601129e-02
9.100000e-04,4.428030e-08,6.362464e-09,1.163666e-03,1.722464e-06,5.969271e-09,6.935501e-08,5.508435e-01,3.158275e-02,2.423251e-06,3.324887e-01,2.686302e-02,1.339533e-03,1.684451e-04,1.190962e-05,5.274096e-08,5.553417e-02
9.550000e-04,4.379479e-08,6.661716e-09,1.179333e-03,1.767237e-06,6.256359e-09,7.170781e-08,5.523991e-01,3.228751e-02,2.495130e-06,3.299975e-01,2.714064e-02,1.359532e-03,1.698570e-04,1.189124e-05,5.860806e-08,5.545023e-02
1.000000e-03,4.388535e-08,7.016301e-09,1.203592e-03,1.810028e-06,6.429970e-09,7.414989e-08,5.513951e-01,3.218519e-02,2.528696e-06,3.304409e-01,2.704925e-02,1.360959e-03,1.721114e-04,1.209980e-05,6.591354e-08,5.617631e-02
1.000000e-03,4.388535e-08,7.016301e-09,1.203592e-03,1.810028e-06,6.429970e-09,7.414989e-08,5.513951e-01,3.218519e-02,2.528696e-06,3.304409e-01,2.704925e-02,1.360959e-03,1.721114e-04,1.209980e-05,6.591354e-08,5.617631e-02
